Metabolite	Score	Normalized score	No. of reactions	No. of positive reactions	No. of negative reactions	candidate reactions	positive reactions	negative reactions	Positive score	Negative score
ocdca_c	0.0	0.0	3	0	0	2AGPGAT180;AACPS6;2AGPEAT180			0.0	0.0
ocdca_e	0.0	0.0	2	0	0	OCDCAtexi;EX_ocdca_LPAREN_e_RPAREN_			0.0	0.0
ocdca_p	0.0	0.0	1	0	0	FACOAL180t2pp			0.0	0.0
ocdcap_c	0.0	0.0	2	0	0	APH180;APG3PAT180			0.0	0.0
ocdcea_c	0.0	0.0	3	0	0	2AGPGAT181;AACPS5;2AGPEAT181			0.0	0.0
ocdcea_e	0.0	0.0	2	0	0	OCDCEAtexi;EX_ocdcea_LPAREN_e_RPAREN_			0.0	0.0
ocdcea_p	0.0	0.0	1	0	0	FACOAL181t2pp			0.0	0.0
ocdceap_c	0.0	0.0	2	0	0	APH181;APG3PAT181			0.0	0.0
octa_c	0.0	0.0	2	0	0	OCTNLL;AACPS9			0.0	0.0
octa_e	0.0	0.0	2	0	0	OCTAtex;EX_octa_LPAREN_e_RPAREN_			0.0	0.0
octa_p	0.0	0.0	2	0	0	FACOAL80t2pp;OCTAtex_reverse			0.0	0.0
octapb_c	0.0	0.0	1	0	0	LIPOS			0.0	0.0
octdp_c	0.00011704482972173636	8.276319279906454e-05	2	0	1	HBZOPT;DHNAOT4		HBZOPT	0.0	-0.000117044829722
octeACP_c	0.0	0.0	3	0	0	AGPAT181;G3PAT181;ACPPAT181			0.0	0.0
od2coa_c	0.0	0.0	3	0	0	CTECOAI8_reverse;ACOAD8f_reverse;ECOAH8_reverse			0.0	0.0
odecoa_c	0.0	0.0	2	0	0	FACOAE181;CTECOAI8			0.0	0.0
ogmeACP_c	1.3139352138318664e-06	1.3139352138318664e-06	1	0	1	OGMEACPR		OGMEACPR	0.0	-1.31393521383e-06
ohpb_c	0.00011704482972173191	8.276319279906139e-05	2	1	0	PERD_reverse;OHPBAT	PERD_reverse		0.000117044829722	0.0
op4en_c	0.0	0.0	1	0	0	OP4ENH			0.0	0.0
opmeACP_c	1.3139352138318664e-06	1.3139352138318664e-06	1	0	1	OPMEACPR		OPMEACPR	0.0	-1.31393521383e-06
orn_c	0.18222550303977872	0.09111275151988936	4	0	1	OCBT;ORNDC;PTRCORNt7pp;ARGORNt7pp		OCBT	0.0	-0.18222550304
orn_e	0.0	0.0	2	0	0	ORNtex;EX_orn_LPAREN_e_RPAREN_			0.0	0.0
orn_p	0.0	0.0	4	0	0	ARGORNt7pp_reverse;PTRCORNt7pp_reverse;ORNabcpp;ORNtex_reverse			0.0	0.0
orot5p_c	0.1736226208421539	0.12276973256486783	2	0	1	OMPDC;ORPT		OMPDC	0.0	-0.173622620842
orot_c	0.1736226208421539	0.1736226208421539	1	0	1	ORPT_reverse		ORPT_reverse	0.0	-0.173622620842
orot_e	0.0	0.0	2	0	0	EX_orot_LPAREN_e_RPAREN_;OROTtex			0.0	0.0
orot_p	0.0	0.0	2	0	0	OROTtex_reverse;OROTt2_2pp			0.0	0.0
oxa_c	0.0	0.0	1	0	0	FORCT			0.0	0.0
oxadpcoa_c	0.0	0.0	2	0	0	3OXCOAT;HADPCOADH3_reverse			0.0	0.0
oxalcoa_c	0.0	0.0	2	0	0	FORCT_reverse;OXCDC			0.0	0.0
oxam_c	0.0	0.0	1	0	0	DM_OXAM			0.0	0.0
oxur_c	0.0	0.0	1	0	0	OXAMTC			0.0	0.0
pa120_c	0.0	0.0	3	0	0	PAPA120;DASYN120;PA120abcpp			0.0	0.0
pa120_p	0.0	0.0	3	0	0	PAPA120pp;PLIPA1A120pp;PLIPA2A120pp			0.0	0.0
pa140_c	0.0	0.0	3	0	0	PA140abcpp;PAPA140;DASYN140			0.0	0.0
pa140_p	0.0	0.0	3	0	0	PLIPA2A140pp;PLIPA1A140pp;PAPA140pp			0.0	0.0
pa141_c	0.0	0.0	3	0	0	PA141abcpp;PAPA141;DASYN141			0.0	0.0
pa141_p	0.0	0.0	3	0	0	PLIPA2A141pp;PLIPA1A141pp;PAPA141pp			0.0	0.0
pa160_c	0.03945524306152694	0.022779495202514693	3	0	1	DASYN160;PAPA160;PA160abcpp		DASYN160	0.0	-0.0394552430615
pa160_p	0.0	0.0	3	0	0	PLIPA1A160pp;PLIPA2A160pp;PAPA160pp			0.0	0.0
pa161_c	0.046503692788881584	0.02684891954997244	3	0	1	DASYN161;PA161abcpp;PAPA161		DASYN161	0.0	-0.0465036927889
pa161_p	0.0	0.0	3	0	0	PLIPA1A161pp;PAPA161pp;PLIPA2A161pp			0.0	0.0
pa180_c	0.0	0.0	3	0	0	DASYN180;PA180abcpp;PAPA180			0.0	0.0
pa180_p	0.0	0.0	3	0	0	PAPA180pp;PLIPA2A180pp;PLIPA1A180pp			0.0	0.0
pa181_c	0.0	0.0	3	0	0	PAPA181;DASYN181;PA181abcpp			0.0	0.0
pa181_p	0.0	0.0	3	0	0	PAPA181pp;PLIPA2A181pp;PLIPA1A181pp			0.0	0.0
pac_c	0.0	0.0	2	0	0	ALDD19xr_reverse;PACCOAL			0.0	0.0
pacald_c	0.0	0.0	2	0	0	PACALDt2rpp_reverse;ALDD19xr			0.0	0.0
pacald_e	0.0	0.0	2	0	0	PACALDtex;EX_pacald_LPAREN_e_RPAREN_			0.0	0.0
pacald_p	0.0	0.0	2	0	0	PACALDt2rpp;PACALDtex_reverse			0.0	0.0
palmACP_c	0.07291068500526703	0.032606649591570336	5	0	2	G3PAT160;FA160ACPHi;AGPAT160;3OAS180;ACPPAT160		G3PAT160;AGPAT160	0.0	-0.0729106850053
pan4p_c	0.0003023220713892962	0.0003023220713892962	1	0	1	PTPATi		PTPATi	0.0	-0.000302322071389
pant_DASH_R_c	0.0003023220713892962	0.0003023220713892962	1	0	1	PANTS		PANTS	0.0	-0.000302322071389
pap_c	0.13009973751089546	0.13009973751089546	1	0	1	BPNT		BPNT	0.0	-0.130099737511
paps_c	0.13009973751089546	0.09199440662454401	2	0	1	PAPSR2;PAPSR		PAPSR	0.0	-0.130099737511
pdx5p_c	0.00011704482972173191	6.757586394709583e-05	3	0	1	PDXPP;PDX5POi;PDX5PO2		PDX5PO2	0.0	-0.000117044829722
pe120_c	0.0	0.0	1	0	0	PE120abcpp			0.0	0.0
pe120_p	0.0	0.0	2	0	0	PLIPA1E120pp;PLIPA2E120pp			0.0	0.0
pe140_c	0.0	0.0	1	0	0	PE140abcpp			0.0	0.0
pe140_p	0.0	0.0	2	0	0	PLIPA2E140pp;PLIPA1E140pp			0.0	0.0
pe141_c	0.0	0.0	1	0	0	PE141abcpp			0.0	0.0
pe141_p	0.0	0.0	2	0	0	PLIPA2E141pp;PLIPA1E141pp			0.0	0.0
pe160_c	0.5519417671854319	0.3186637278615069	3	0	2	Ec_biomass_iJO1366_WT_53p95M;PE160abcpp;Ec_biomass_iJO1366_core_53p95M		PE160abcpp;Ec_biomass_iJO1366_core_53p95M	0.0	-0.551941767185
pe160_p	0.5278263333450969	0.2360511123348201	5	0	2	PLIPA2E160pp;Ec_biomass_iJO1366_WT_53p95M;PLIPA1E160pp;Ec_biomass_iJO1366_core_53p95M;ALPATE160pp		PLIPA1E160pp;Ec_biomass_iJO1366_core_53p95M	0.0	-0.527826333345
pe161_c	0.5372758612742058	0.2686379306371029	4	0	2	PE161abcpp;Ec_biomass_iJO1366_WT_53p95M;Ec_biomass_iJO1366_core_53p95M;CFAS160E		PE161abcpp;Ec_biomass_iJO1366_core_53p95M	0.0	-0.537275861274
pe161_p	0.5262222105390503	0.23533372680710452	5	0	2	PETNT161pp;Ec_biomass_iJO1366_WT_53p95M;PLIPA2E161pp;PLIPA1E161pp;Ec_biomass_iJO1366_core_53p95M		PLIPA1E161pp;Ec_biomass_iJO1366_core_53p95M	0.0	-0.526222210539
pe180_c	0.0	0.0	1	0	0	PE180abcpp			0.0	0.0
pe180_p	0.0	0.0	2	0	0	PLIPA2E180pp;PLIPA1E180pp			0.0	0.0
pe181_c	0.0	0.0	3	0	0	CFAS180E;PE181abcpp;Ec_biomass_iJO1366_WT_53p95M			0.0	0.0
pe181_p	0.0	0.0	4	0	0	PETNT181pp;PLIPA1E181pp;Ec_biomass_iJO1366_WT_53p95M;PLIPA2E181pp			0.0	0.0
peamn_e	0.0	0.0	2	0	0	EX_peamn_LPAREN_e_RPAREN_;PEAMNtex			0.0	0.0
peamn_p	0.0	0.0	2	0	0	PEAMNtex_reverse;PEAMNOpp			0.0	0.0
pep_c	13.601047368164537	2.6673848436757988	26	2	5	TREptspp;CHTBSptspp;GAMptspp;UAGCVT;ACMANAptspp;MANptspp;DDPA;PPC;MANGLYCptspp;MNLptspp;MALTptspp;SUCptspp;SBTptspp;GALTptspp;FRUpts2pp;KDOPS;ACMUMptspp;ASCBptspp;ACGAptspp;GLCptspp;PSCVT;FRUptspp;PYK;DHAPT;ENO_reverse;ARBTptspp	PSCVT;DDPA	PPC;DHAPT;UAGCVT;KDOPS;GLCptspp	5.39604434123	-8.20500302693
pg120_c	0.0	0.0	3	0	0	LPLIPAL2ATE120;PG120abcpp;LPLIPAL2ATG120			0.0	0.0
pg120_p	0.0	0.0	3	0	0	PLIPA1G120pp;PLIPA2G120pp;CLPNS120pp			0.0	0.0
pg140_c	0.0	0.0	3	0	0	PG140abcpp;LPLIPAL2ATG140;LPLIPAL2ATE140			0.0	0.0
pg140_p	0.0	0.0	3	0	0	CLPNS140pp;PLIPA2G140pp;PLIPA1G140pp			0.0	0.0
pg141_c	0.0	0.0	3	0	0	LPLIPAL2ATG141;LPLIPAL2ATE141;PG141abcpp			0.0	0.0
pg141_p	0.0	0.0	3	0	0	PLIPA1G141pp;CLPNS141pp;PLIPA2G141pp			0.0	0.0
pg160_c	0.0	0.0	4	0	0	PG160abcpp;LPLIPAL2ATG160;Ec_biomass_iJO1366_WT_53p95M;LPLIPAL2ATE160			0.0	0.0
pg160_p	0.0	0.0	5	0	0	PLIPA2G160pp;CLPNS160pp;PLIPA1G160pp;Ec_biomass_iJO1366_WT_53p95M;ALPATG160pp			0.0	0.0
pg161_c	0.0	0.0	5	0	0	LPLIPAL2ATG161;PG161abcpp;Ec_biomass_iJO1366_WT_53p95M;CFAS160G;LPLIPAL2ATE161			0.0	0.0
pg161_p	0.0	0.0	4	0	0	PLIPA2G161pp;CLPNS161pp;Ec_biomass_iJO1366_WT_53p95M;PLIPA1G161pp			0.0	0.0
pg180_c	0.0	0.0	3	0	0	LPLIPAL2ATE180;PG180abcpp;LPLIPAL2ATG180			0.0	0.0
pg180_p	0.0	0.0	3	0	0	PLIPA2G180pp;PLIPA1G180pp;CLPNS180pp			0.0	0.0
pg181_c	0.0	0.0	5	0	0	LPLIPAL2ATE181;PG181abcpp;CFAS180G;Ec_biomass_iJO1366_WT_53p95M;LPLIPAL2ATG181			0.0	0.0
pg181_p	0.0	0.0	4	0	0	PLIPA1G181pp;CLPNS181pp;PLIPA2G181pp;Ec_biomass_iJO1366_WT_53p95M			0.0	0.0
pgp120_c	0.0	0.0	2	0	0	PGP120abcpp;PGPP120			0.0	0.0
pgp120_p	0.0	0.0	1	0	0	PGPP120pp			0.0	0.0
pgp140_c	0.0	0.0	2	0	0	PGP140abcpp;PGPP140			0.0	0.0
pgp140_p	0.0	0.0	1	0	0	PGPP140pp			0.0	0.0
pgp141_c	0.0	0.0	2	0	0	PGP141abcpp;PGPP141			0.0	0.0
pgp141_p	0.0	0.0	1	0	0	PGPP141pp			0.0	0.0
pgp160_c	0.0	0.0	2	0	0	PGPP160;PGP160abcpp			0.0	0.0
pgp160_p	0.0	0.0	1	0	0	PGPP160pp			0.0	0.0
pgp161_c	0.0	0.0	2	0	0	PGP161abcpp;PGPP161			0.0	0.0
pgp161_p	0.0	0.0	1	0	0	PGPP161pp			0.0	0.0
pgp180_c	0.0	0.0	2	0	0	PGP180abcpp;PGPP180			0.0	0.0
pgp180_p	0.0	0.0	1	0	0	PGPP180pp			0.0	0.0
pgp181_c	0.0	0.0	2	0	0	PGPP181;PGP181abcpp			0.0	0.0
pgp181_p	0.0	0.0	1	0	0	PGPP181pp			0.0	0.0
phaccoa_c	0.0	0.0	1	0	0	PACCOAE			0.0	0.0
phe_DASH_L_c	0.5248647072723405	0.2347266328902963	5	0	1	PHETRS;PHEt2rpp_reverse;Ec_biomass_iJO1366_WT_53p95M;Ec_biomass_iJO1366_core_53p95M;PHETA1		Ec_biomass_iJO1366_core_53p95M	0.0	-0.524864707272
phe_DASH_L_e	0.0	0.0	2	0	0	PHEtex;EX_phe_DASH_L_LPAREN_e_RPAREN_			0.0	0.0
phe_DASH_L_p	0.0	0.0	2	0	0	PHEt2rpp;PHEtex_reverse			0.0	0.0
pheme_c	0.5248647072723405	0.26243235363617023	4	0	1	PHEMEabcpp;Ec_biomass_iJO1366_WT_53p95M;Ec_biomass_iJO1366_core_53p95M;HEMEOS		Ec_biomass_iJO1366_core_53p95M	0.0	-0.524864707272
pheme_e	0.0	0.0	1	0	0	EX_pheme_LPAREN_e_RPAREN_			0.0	0.0
pheme_p	0.0	0.0	1	0	0	PHEMEtiex			0.0	0.0
phetrna_c	0.0	0.0	0	0	0				0.0	0.0
phhlipa_c	0.0	0.0	1	0	0	HEPT3			0.0	0.0
phom_c	0.3418073819294673	0.3418073819294673	1	0	1	THRS		THRS	0.0	-0.341807381929
phphhlipa_c	0.0	0.0	1	0	0	MOAT3C			0.0	0.0
phpyr_c	0.09723905999281016	0.09723905999281016	1	0	1	PHETA1_reverse		PHETA1_reverse	0.0	-0.0972390599928
phthr_c	0.00023408965944346383	0.00013515172789419167	3	1	1	OHPBAT_reverse;4HTHRS;PDX5PS	OHPBAT_reverse	PDX5PS	0.000117044829722	-0.000117044829722
pi_c	22.186639832444225	3.464971006300407	41	6	4	AGPR;F6Pt6_2pp;ASAD;PRAGSr_reverse;GLCP2;PIt2rpp_reverse;PTAr;OXAMTC;PPKr;MLTP1;MLTP2;MLTP3;GAM6Pt6_2pp;ALAALAr_reverse;GAPD;G6Pt6_2pp;GLCP;ACPPAT120;DURIPP;MAN6Pt6_2pp;SUCOAS_reverse;PSCVT_reverse;ACPPAT141;ACPPAT140;ACPPAT161;ACPPAT160;PUNP4;PYNP2r;PUNP6;PUNP7;PUNP1;PUNP2;PUNP3;PTA2;ACPPAT181;ACPPAT180;PUNP5;GLYC3Pt6pp;ATPS4rpp;TMDPP;OCBT_reverse	AGPR;ALAALAr_reverse;PIt2rpp_reverse;ASAD;PRAGSr_reverse;OCBT_reverse	ATPS4rpp;PUNP7;GAPD;SUCOAS_reverse	1.27732505403	-20.9093147784
pi_e	0.5063007674408126	0.3580087059773518	2	0	1	EX_pi_LPAREN_e_RPAREN_;PItex		EX_pi_LPAREN_e_RPAREN_	0.0	-0.506300767441
pi_p	0.5359006664800201	0.3094023940511395	3	1	1	PIt2rpp;PItex_reverse;PIuabcpp	PItex_reverse	PIt2rpp	0.506300767441	-0.0295998990392
pimACP_c	1.3139352138318664e-06	1.3139352138318664e-06	1	0	1	AOXSr2		AOXSr2	0.0	-1.31393521383e-06
pmeACP_c	1.3139352138318664e-06	1.3139352138318664e-06	1	0	1	PMEACPE		PMEACPE	0.0	-1.31393521383e-06
pmtcoa_c	0.06994905893251065	0.04038510800424602	3	0	1	FACOAE160;ACOAD7f;ACACT8r_reverse		FACOAE160	0.0	-0.0699490589325
pnto_DASH_R_c	0.0003023220713892962	0.0003023220713892962	1	0	1	PNTK		PNTK	0.0	-0.000302322071389
pnto_DASH_R_e	0.0	0.0	2	0	0	PNTOtex;EX_pnto_DASH_R_LPAREN_e_RPAREN_			0.0	0.0
pnto_DASH_R_p	0.0	0.0	2	0	0	PNTOtex_reverse;PNTOt4pp			0.0	0.0
poaac_c	0.0	0.0	1	0	0	POAACR			0.0	0.0
ppa_c	0.0	0.0	2	0	0	PPAKr_reverse;ACCOAL			0.0	0.0
ppa_e	0.0	0.0	2	0	0	EX_ppa_LPAREN_e_RPAREN_;PPAtex			0.0	0.0
ppa_p	0.0	0.0	2	0	0	PPAtex_reverse;PPAt4pp			0.0	0.0
ppal_c	0.0	0.0	2	0	0	ALDD3y;PPALtpp			0.0	0.0
ppal_e	0.0	0.0	2	0	0	EX_ppal_LPAREN_e_RPAREN_;PPALtex			0.0	0.0
ppal_p	0.0	0.0	2	0	0	PPALtpp_reverse;PPALtex_reverse			0.0	0.0
ppap_c	0.0	0.0	1	0	0	PPAKr			0.0	0.0
ppbng_c	0.00023408965944346383	0.00023408965944346383	1	0	1	HMBS		HMBS	0.0	-0.000234089659443
ppcoa_c	0.0	0.0	3	0	0	PTA2;PPCSCT;MCITS			0.0	0.0
ppgpp_c	0.0	0.0	1	0	0	PPGPPDP			0.0	0.0
pphn_c	0.16973284849655856	0.12001924816202544	2	0	2	PPND;PPNDH		PPND;PPNDH	0.0	-0.169732848497
ppi_c	1.38677442753177	0.5661482892988474	6	2	1	PPA;PPK2r;NNATr_reverse;ORPT;PPKr_reverse;SERASr_reverse	PPKr_reverse;NNATr_reverse	PPA	1.14670326033	-0.240071167206
ppp9_c	0.00011704482972173191	0.00011704482972173191	1	0	1	FCLT		FCLT	0.0	-0.000117044829722
pppg9_c	0.00011704482972173191	8.276319279906139e-05	2	0	1	PPPGO3;PPPGO		PPPGO3	0.0	-0.000117044829722
pppi_c	0.0	0.0	4	0	0	PPK2r_reverse;CBLAT_reverse;PPA2;CBIAT_reverse			0.0	0.0
pppn_c	0.0	0.0	2	0	0	PPPNDO;PPPNt2rpp_reverse			0.0	0.0
pppn_e	0.0	0.0	2	0	0	PPPNtex;EX_pppn_LPAREN_e_RPAREN_			0.0	0.0
pppn_p	0.0	0.0	2	0	0	PPPNt2rpp;PPPNtex_reverse			0.0	0.0
ppt_e	0.0	0.0	2	0	0	PPTtex;EX_ppt_LPAREN_e_RPAREN_			0.0	0.0
ppt_p	0.0	0.0	2	0	0	PPTHpp;PPTtex_reverse			0.0	0.0
pram_c	0.1518741945247666	0.1518741945247666	1	0	1	PRAGSr		PRAGSr	0.0	-0.151874194525
pran_c	2.868223198432001	2.868223198432001	1	1	0	PRAIi	PRAIi		2.86822319843	0.0
prbamp_c	0.04972463263756699	0.04972463263756699	1	0	1	PRAMPC		PRAMPC	0.0	-0.0497246326376
prbatp_c	0.04972463263756699	0.04972463263756699	1	0	1	PRATPP		PRATPP	0.0	-0.0497246326376
preq0_c	0.0	0.0	1	0	0	CDGR			0.0	0.0
preq1_c	0.0	0.0	0	0	0				0.0	0.0
prfp_c	0.0	0.0	1	0	0	PRMICI			0.0	0.0
prlp_c	0.09944926527513398	0.07032124986006708	2	1	1	IG3PS;PRMICI_reverse	PRMICI_reverse	IG3PS	0.0497246326376	-0.0497246326376
pro_DASH_L_c	0.5248647072723405	0.2347266328902963	5	0	1	PROt2rpp_reverse;PROTRS;PROD2;Ec_biomass_iJO1366_WT_53p95M;Ec_biomass_iJO1366_core_53p95M		Ec_biomass_iJO1366_core_53p95M	0.0	-0.524864707272
pro_DASH_L_e	0.0	0.0	2	0	0	EX_pro_DASH_L_LPAREN_e_RPAREN_;PROtex			0.0	0.0
pro_DASH_L_p	0.0	0.0	4	0	0	PROtex_reverse;PROt2rpp;PROt4pp;PROabcpp			0.0	0.0
progly_c	0.0	0.0	1	0	0	AMPTASEPG			0.0	0.0
progly_e	0.0	0.0	2	0	0	PROGLYtex;EX_progly_LPAREN_e_RPAREN_			0.0	0.0
progly_p	0.0	0.0	2	0	0	PROGLYabcpp;PROGLYtex_reverse			0.0	0.0
protrna_c	0.0	0.0	0	0	0				0.0	0.0
prpp_c	3.3753720484622254	0.9743859803974022	12	1	4	PRPPS_reverse;ATPPRT;ORPT_reverse;GUAPRT;ANPRT;GLUPRT;HXPRT;XPPT;NNDPR;NAMNPP;UPPRT;ADPT	ANPRT	ORPT_reverse;NNDPR;GLUPRT;ATPPRT	2.86822319843	-0.50714885003
ps120_c	0.0	0.0	1	0	0	PSD120			0.0	0.0
ps140_c	0.0	0.0	1	0	0	PSD140			0.0	0.0
ps141_c	0.0	0.0	1	0	0	PSD141			0.0	0.0
ps160_c	0.03645534250263351	0.03645534250263351	1	0	1	PSD160		PSD160	0.0	-0.0364553425026
ps161_c	0.04083467735949164	0.04083467735949164	1	0	1	PSD161		PSD161	0.0	-0.0408346773595
ps180_c	0.0	0.0	1	0	0	PSD180			0.0	0.0
ps181_c	0.0	0.0	1	0	0	PSD181			0.0	0.0
psclys_c	0.0	0.0	1	0	0	FRULYSE			0.0	0.0
psclys_e	0.0	0.0	2	0	0	PSCLYStex;EX_psclys_LPAREN_e_RPAREN_			0.0	0.0
psclys_p	0.0	0.0	2	0	0	PSCLYSt2pp;PSCLYStex_reverse			0.0	0.0
pser_DASH_L_c	0.9654866930794688	0.9654866930794688	1	0	1	PSP_L		PSP_L	0.0	-0.965486693079
pser_DASH_L_e	0.0	0.0	2	0	0	EX_pser_DASH_L_LPAREN_e_RPAREN_;PSERtex			0.0	0.0
pser_DASH_L_p	0.0	0.0	2	0	0	PSERtex_reverse;PSP_Lpp			0.0	0.0
ptrc_c	0.02192915138903497	0.009807014638953225	5	0	1	PTRCTA;PTRCORNt7pp_reverse;Ec_biomass_iJO1366_WT_53p95M;GGPTRCS;SPMS		PTRCTA	0.0	-0.021929151389
ptrc_e	0.0	0.0	2	0	0	EX_ptrc_LPAREN_e_RPAREN_;PTRCtex			0.0	0.0
ptrc_p	0.0	0.0	4	0	0	PTRCtex_reverse;PTRCORNt7pp;PTRCabcpp;PTRCt2pp			0.0	0.0
pyam5p_c	0.0	0.0	2	0	0	HYPOE;PYAM5PO			0.0	0.0
pydam_c	0.0	0.0	1	0	0	PYDAMK			0.0	0.0
pydam_e	0.0	0.0	2	0	0	PYDAMtex;EX_pydam_LPAREN_e_RPAREN_			0.0	0.0
pydam_p	0.0	0.0	2	0	0	PYDAMtex_reverse;PYDAMtpp			0.0	0.0
pydx5p_c	0.5248647072723405	0.2347266328902963	5	0	1	ALATA_D2;PYDXPP;Ec_biomass_iJO1366_WT_53p95M;ALATA_L2;Ec_biomass_iJO1366_core_53p95M		Ec_biomass_iJO1366_core_53p95M	0.0	-0.524864707272
pydx_c	0.0	0.0	1	0	0	PYDXK			0.0	0.0
pydx_e	0.0	0.0	2	0	0	PYDXtex;EX_pydx_LPAREN_e_RPAREN_			0.0	0.0
pydx_p	0.0	0.0	2	0	0	PYDXtex_reverse;PYDXtpp			0.0	0.0
pydxn_c	0.0	0.0	1	0	0	PYDXNK			0.0	0.0
pydxn_e	0.0	0.0	2	0	0	PYDXNtex;EX_pydxn_LPAREN_e_RPAREN_			0.0	0.0
pydxn_p	0.0	0.0	2	0	0	PYDXNtpp;PYDXNtex_reverse			0.0	0.0
pyr_c	4.837677529222265	1.2094193823055663	16	2	7	PYRt2rpp_reverse;ACLS;POX;ALATA_L_reverse;POR5;PFL;DHDPS;PPS;DDPGALA_reverse;TRPAS2_reverse;DXPS;PDH;ACHBS;LDH_D_reverse;MCITL2_reverse;VPAMTr_reverse	PPS;POR5	ALATA_L_reverse;TRPAS2_reverse;DHDPS;ACLS;DXPS;PDH;ACHBS	0.969551046612	-3.86812648261
pyr_e	0.0	0.0	2	0	0	EX_pyr_LPAREN_e_RPAREN_;PYRtex			0.0	0.0
pyr_p	0.0	0.0	2	0	0	PYRtex_reverse;PYRt2rpp			0.0	0.0
q8_c	9.24796730449761	2.3119918261244026	16	0	4	HYD1pp;POX;DSBAO1;LDH_D2;L_DASH_LACD2;DHORD2;NADH16pp;NADPHQR2;NADH5;MDH2;G3PD5;GLYCTO2;GLCDpp;ASPO3;FDH4pp;SUCDi		GLYCTO2;NADH16pp;DHORD2;SUCDi	0.0	-9.2479673045
q8h2_c	9.247967304497612	3.4954030886510035	7	0	1	QMO2;NO3R1bpp;Ec_biomass_iJO1366_WT_53p95M;CYTBO3_4pp;NTRIR3pp;CYTBDpp;NO3R1pp		CYTBO3_4pp	0.0	-9.2479673045
quin_c	0.0	0.0	2	0	0	QUINDH;QUIN2tpp_reverse			0.0	0.0
quin_e	0.0	0.0	2	0	0	QUIN2tex;EX_quin_LPAREN_e_RPAREN_			0.0	0.0
quin_p	0.0	0.0	2	0	0	QUIN2tpp;QUIN2tex_reverse			0.0	0.0
quln_c	0.0011956418031652714	0.0011956418031652714	1	0	1	NNDPR		NNDPR	0.0	-0.00119564180317
r15bp_c	0.013970447150973172	0.013970447150973172	1	0	1	R15BPK		R15BPK	0.0	-0.013970447151
r1p_c	0.014387025788797789	0.005437784620433117	7	0	2	R1PK;PUNP3_reverse;PYNP2r_reverse;PUNP1_reverse;PPM;PUNP7_reverse;PUNP5_reverse		R1PK;PUNP1_reverse	0.0	-0.0143870257888
r5p_c	2.4786230579651307	1.1084739296416868	5	2	0	PRPPS;RPI;R5PP;TKT1;PPM_reverse	PRPPS;TKT1		2.47862305797	0.0
r5p_e	0.0	0.0	2	0	0	EX_r5p_LPAREN_e_RPAREN_;R5Ptex			0.0	0.0
r5p_p	0.0	0.0	2	0	0	R5Ptex_reverse;R5PPpp			0.0	0.0
ragund_c	0.0	0.0	1	0	0	O16AT			0.0	0.0
rbflvrd_c	0.0	0.0	6	0	0	FE3HOXR3;FEENTERR3;FECRMR3;FEOXAMR3;CPGNR3;ARBTNR3			0.0	0.0
rbl_DASH_L_c	0.0	0.0	2	0	0	RBK_L1;ARAI_reverse			0.0	0.0
rdmbzi_c	0.0	0.0	1	0	0	ADOCBLS			0.0	0.0
rephaccoa_c	0.0	0.0	1	0	0	REPHACCOAI			0.0	0.0
rfamp_e	0.0	0.0	2	0	0	RFAMPtex;EX_rfamp_LPAREN_e_RPAREN_			0.0	0.0
rfamp_p	0.0	0.0	2	0	0	RFAMPtpp;RFAMPtex_reverse			0.0	0.0
rhcys_c	0.00023537578380060888	0.00023537578380060888	1	0	1	RHCCE		RHCCE	0.0	-0.000235375783801
rib_DASH_D_c	0.0	0.0	1	0	0	RBK			0.0	0.0
rib_DASH_D_e	0.0	0.0	2	0	0	EX_rib_DASH_D_LPAREN_e_RPAREN_;RIBtex			0.0	0.0
rib_DASH_D_p	0.0	0.0	2	0	0	RIBabcpp;RIBtex_reverse			0.0	0.0
ribflv_c	0.5249817521020624	0.23477897692943092	5	0	2	RBFK;FLVR;Ec_biomass_iJO1366_WT_53p95M;Ec_biomass_iJO1366_core_53p95M;FLVRx		RBFK;Ec_biomass_iJO1366_core_53p95M	0.0	-0.524981752102
rml1p_c	0.0	0.0	1	0	0	RMPA			0.0	0.0
rml_c	0.0	0.0	2	0	0	RMK;RMI_reverse			0.0	0.0
rmn_c	0.0	0.0	1	0	0	RMI			0.0	0.0
rmn_e	0.0	0.0	2	0	0	EX_rmn_LPAREN_e_RPAREN_;RMNtex			0.0	0.0
rmn_p	0.0	0.0	2	0	0	RMNtex_reverse;RMNtpp			0.0	0.0
ru5p_DASH_D_c	2.5308092711458006	1.2654046355729003	4	1	2	DB4PS;A5PISO;RPE;RPI_reverse	RPI_reverse	DB4PS;A5PISO	2.51164031577	-0.0191689553755
ru5p_DASH_L_c	0.0	0.0	1	0	0	RBP4E			0.0	0.0
s17bp_c	0.0	0.0	1	0	0	FBA3			0.0	0.0
s7p_c	0.1035782624123809	0.05178913120619045	4	1	0	TKT1_reverse;PFK_3;S7PI;TALA	TALA		0.103578262412	0.0
sarcs_c	0.0	0.0	1	0	0	SARCOX			0.0	0.0
sbt6p_c	0.0	0.0	1	0	0	SBTPD			0.0	0.0
sbt_DASH_D_e	0.0	0.0	2	0	0	SBTtex;EX_sbt_DASH_D_LPAREN_e_RPAREN_			0.0	0.0
sbt_DASH_D_p	0.0	0.0	2	0	0	SBTptspp;SBTtex_reverse			0.0	0.0
